Date,Index2000,GIDA2000,ALKOL2000,Index2010,GIDA2010,ALKOL2010,Index2016,GIDA2016,ALKOL2016,FoodGrupIndex,NonFoodIndex,ChainedFoodIndex,ChainedNonFoodIndex,AllIndex,IndexDiff,LDiffIndex,FAO_Foodindex,FAO_Meat,FAO_Dairy,FAO_Cereals,FAO_Oils,FAO_Sugar,Gida_Jan01,FAO_Jan01,KKTC_FAO_GIDA_Diff,USDTL,USDTL_Jan01,FOOD_CPI_USD,FAO_FOOD_jan01,KKTC_GIDA(USD)vsFAO_GIDA
2005-12-31,741.7341378,577.5381646,1106.25292,,,,,,,621.972857,810.3063698,621.972857,810.3063698,741.7341378,0.253909727,2.274927607,69.51982197,73.61673805,76.92674117,61.47283845,63.49195563,82.58512343,241.3298089,129.1963772,112.1334317,1.352204545,200.6662049,120.2643011,129.1963772,-8.932076105
2006-01-31,749.4436417,595.9932244,1114.227193,,,,,,,639.5470817,812.3675881,639.5470817,812.3675881,749.4436417,0.230598402,2.237595273,69.41630633,70.04696763,74.33502425,62.74352302,63.67327271,97.45244957,249.0414309,129.0040026,120.0374283,1.334344444,198.0157785,125.7684781,129.0040026,-3.235524547
2006-02-28,747.2557028,594.5999137,1113.936016,,,,,,,638.2463974,809.67163,638.2463974,809.67163,747.2557028,0.229406389,2.234074747,70.42614704,67.70402217,74.45543302,64.79107313,64.98834716,111.0540638,248.4592229,130.8807014,117.5785215,1.326535,196.8568624,126.2131377,130.8807014,-4.667563634
2006-03-31,760.4753521,603.0000556,1158.512097,,,,,,,649.6868682,823.9099911,649.6868682,823.9099911,760.4753521,0.229097659,2.241105794,69.39894612,66.79460012,73.06998019,63.92847484,65.15630922,106.6964964,251.9693019,128.9717402,122.9975617,1.33513913,198.1337093,127.1713445,128.9717402,-1.80039579
2006-04-30,773.2209737,608.6436745,1164.804639,,,,,,,655.3850245,840.6908104,655.3850245,840.6908104,773.2209737,0.239654371,2.26788898,69.70869181,66.18312644,71.60039967,65.12106362,66.75830034,108.2245076,254.3275417,129.5473749,124.7801668,1.337345,198.4610588,128.1498463,129.5473749,-1.397528671
2006-05-31,789.0032226,622.0953153,1215.183682,,,,,,,671.9401492,856.0305303,671.9401492,856.0305303,789.0032226,0.233320189,2.265031097,70.99588269,67.99182905,71.25965795,67.78712247,68.28309273,104.0978055,259.9484376,131.9395042,128.0089335,1.420659091,210.8248114,123.3006855,131.9395042,-8.638818669
2006-06-30,804.7991509,639.9545958,1273.312836,,,,,,,693.1838244,868.7072187,693.1838244,868.7072187,804.7991509,0.218095899,2.244335009,71.097227,70.44927448,71.00055587,67.78429956,67.93735982,95.30131532,267.4111076,132.1278435,135.2832641,1.600536364,237.5184723,112.5853939,132.1278435,-19.54244962
2006-07-31,817.6659105,622.8330245,1275.616934,,,,,,,677.6948417,897.8097477,677.6948417,897.8097477,817.6659105,0.269199074,2.342649454,72.88658373,71.79553436,71.28180874,69.85457889,70.44588721,99.32670516,260.2566964,135.4532031,124.8034933,1.558266667,231.245679,112.5455393,135.4532031,-22.90766383
2006-08-31,834.8523088,640.634955,1277.164786,,,,,,,694.1307332,915.4258671,694.1307332,915.4258671,834.8523088,0.265070997,2.344971864,72.86264223,74.18336143,70.29798391,69.64621691,73.54572924,83.24985121,267.6954022,135.40871,132.2866923,1.469245455,218.0349936,122.7763478,135.40871,-12.63236211
2006-09-30,859.9543637,685.0894273,1277.250272,,,,,,,734.8563096,931.582295,734.8563096,931.582295,859.9543637,0.228763285,2.293861729,73.00980691,74.81864572,70.34392992,72.53916249,71.7034921,74.77867211,286.2711258,135.6822024,150.5889234,1.479252381,219.5200145,130.4077564,135.6822024,-5.27444594
2006-10-31,879.5484596,678.5625496,1277.250272,,,,,,,728.8779693,965.8185108,728.8779693,965.8185108,879.5484596,0.269388843,2.374639377,74.91854081,73.6300426,71.90488977,79.8575429,72.69758564,72.03225542,283.5438079,139.2294138,144.3143942,1.483373684,220.131613,128.8064918,139.2294138,-10.422922
2006-11-30,882.9227035,693.6100094,1277.354485,,,,,,,742.6695561,963.2280517,742.6695561,963.2280517,882.9227035,0.249804988,2.343523791,77.47023194,72.06176863,75.39288215,85.33230129,78.34697736,72.8958436,289.831532,143.9715037,145.8600282,1.458022727,216.3695488,133.9520896,143.9715037,-10.01941408
2006-12-31,883.7932288,691.2440782,1280.034387,,,,,,,740.7276911,965.7088794,740.7276911,965.7088794,883.7932288,0.25456315,2.352146206,78.56684047,70.62015012,81.69783662,85.35516442,83.00505254,71.60776172,288.8429051,146.0094527,142.8334524,1.433271429,212.6964734,135.8005144,146.0094527,-10.20893825
2007-01-31,895.6898619,716.0481306,1334.301984,,,,,,,768.0079437,968.7972474,768.0079437,968.7972474,895.6898619,0.224172799,2.302740574,78.11581408,69.59479029,84.24031081,85.10891731,82.27075996,67.75566551,299.2075141,145.1712605,154.0362536,1.42666,211.7153421,141.3253811,145.1712605,-3.845879332
2007-02-28,901.532672,707.7459246,1361.013245,,,,,,,762.648369,981.0542551,762.648369,981.0542551,901.532672,0.242260644,2.339264339,79.62016436,70.94922633,88.28446236,87.0168414,82.87024234,65.41328807,295.7383584,147.966961,147.7713974,1.39694,207.304915,142.6586333,147.966961,-5.30832773
2007-03-31,914.4544735,724.3508416,1366.342974,,,,,,,778.3056871,992.4097701,778.3056871,992.4097701,914.4544735,0.234133124,2.330624949,80.77702211,72.85669232,91.77370071,86.42964367,84.41828569,64.6087727,302.6768808,150.1168778,152.560003,1.409631818,209.1883719,144.6910639,150.1168778,-5.425813906
2007-04-30,920.8787539,719.3772942,1367.282186,,,,,,,773.8290648,1005.075627,773.8290648,1005.075627,920.8787539,0.251115102,2.364075286,83.5509143,74.80825444,102.0297265,85.07588982,92.75924978,60.15299527,300.5986367,155.2719085,145.3267282,1.361815,202.0923896,148.743175,155.2719085,-6.528733575
2007-05-31,921.4872379,707.4518027,1367.744025,,,,,,,762.9446399,1012.264656,762.9446399,1012.264656,921.4872379,0.270562636,2.396757146,86.16642717,76.63258759,105.2760049,86.56297462,100.2534585,58.35830714,295.6154568,160.1326055,135.4828513,1.338282609,198.6001993,148.8495268,160.1326055,-11.28307873
2007-06-30,913.7919363,687.3647762,1379.293085,,,,,,,745.5164001,1010.142184,745.5164001,1010.142184,913.7919363,0.289590851,2.422632158,91.11611705,78.02316576,121.0446681,91.94718046,104.9241153,57.49190598,287.221902,169.3311619,117.8907401,1.321547619,196.1167386,146.4545577,169.3311619,-22.87660422
2007-07-31,915.6782452,694.7893486,1379.293085,,,,,,,752.3169902,1009.214702,752.3169902,1009.214702,915.6782452,0.280554565,2.409760236,95.32235025,79.2478748,135.0338955,94.85390283,108.5781594,62.93785617,290.32433,177.1480704,113.1762596,1.282131818,190.2674614,152.5874829,177.1480704,-24.56058758
2007-08-31,936.1380618,751.8946122,1379.293085,,,,,,,804.622965,1011.440227,804.622965,1011.440227,936.1380618,0.220926026,2.315586784,98.91528164,79.36011639,141.4954678,102.1385223,112.7981749,60.68306058,314.186307,183.8252124,130.3610946,1.314595455,195.0850422,161.0509465,183.8252124,-22.77426589
2007-09-30,951.410754,769.8976252,1514.541568,,,,,,,832.479621,1019.507665,832.479621,1019.507665,951.410754,0.196579703,2.271906731,105.0295442,80.51020932,145.0935608,117.1577824,118.2471421,60.37665272,321.709037,195.1880231,126.5210139,1.267385,188.0790439,171.0499109,195.1880231,-24.1381122
2007-10-31,965.9166695,776.2911742,1512.003795,,,,,,,838.1225563,1039.088295,838.1225563,1039.088295,965.9166695,0.208057015,2.303122024,107.5851254,79.22091771,147.9713005,121.3337272,125.8505937,61.89117898,324.3806422,199.9373424,124.4432998,1.202366667,178.4303689,181.7967671,199.9373424,-18.14057531
2007-11-30,963.2535579,774.2283072,1511.204268,,,,,,,836.165864,1036.020706,836.165864,1036.020706,963.2535579,0.207478955,2.300714674,110.4533259,80.21911402,153.9910314,121.0379669,136.2503391,62.48918413,323.5186536,205.2676366,118.251017,1.190463636,176.6639676,183.126564,205.2676366,-22.14107261
2007-12-31,967.004074,786.15367,1511.204268,,,,,,,847.0889853,1035.664372,847.0889853,1035.664372,967.004074,0.19500992,2.275485008,114.3905008,80.97285588,152.5594222,132.234047,138.5571516,66.27084841,328.5017797,212.5845244,115.9172554,1.178626316,174.9073175,187.8147721,212.5845244,-24.76975231
2008-01-31,982.561993,819.7188103,1511.420144,,,,,,,877.8513585,1042.516612,877.8513585,1042.516612,982.561993,0.167587648,2.216601966,120.0158302,81.63930028,150.6343671,140.9768698,154.0967524,74.13918553,342.5272925,223.0386964,119.4885961,1.176086364,174.5303904,196.2565326,223.0386964,-26.78216384
